2009,4,8,100480
2009,4,9,100480
2009,4,13,100480
2009,4,14,100477
2009,4,15,100502
2009,4,16,100531
2009,4,17,100430
2009,4,20,100435
2009,4,21,100499
2009,4,22,100397
2009,4,23,100448
2009,4,24,100423
2009,4,27,100423
2009,4,28,100423
2009,4,29,100423
2009,4,30,100540
2009,5,1,100510
2009,5,4,101731
2009,5,5,101105
2009,5,6,101718
2009,5,7,102290
2009,5,8,103712
2009,5,11,104474
2009,5,12,104015
2009,5,13,102879
2009,5,14,103440
2009,5,15,103576
2009,5,18,103576
2009,5,19,103576
2009,5,20,103576
2009,5,21,103576
2009,5,22,103576
2009,5,26,103576
2009,5,27,103576
2009,5,28,103576
2009,5,29,103576
2009,6,1,103845
2009,6,2,103857
2009,6,3,103600
2009,6,4,103653
2009,6,5,103618
2009,6,8,103731
2009,6,9,103836
2009,6,10,103797
2009,6,11,103882
2009,6,12,103769
2009,6,15,103769
2009,6,16,103769
2009,6,17,103769
2009,6,18,103769
2009,6,19,103769
2009,6,22,103769
2009,6,23,103769
2009,6,24,103769
2009,6,25,103769
2009,6,26,103769
2009,6,29,103769
2009,6,30,103769
2009,7,1,103769
2009,7,2,103769
2009,7,6,103769
2009,7,7,103769
2009,7,8,103769
2009,7,9,103769
2009,7,10,103769
2009,7,13,103769
2009,7,14,103769
2009,7,15,103769
2009,7,16,103769
2009,7,17,103769
2009,7,20,103769
2009,7,21,103765
2009,7,22,103909
2009,7,23,103997
2009,7,24,103993
2009,7,27,104206
2009,7,28,104625
2009,7,29,104894
2009,7,30,104788
2009,7,31,104900
2009,8,3,104909
2009,8,4,104653
2009,8,5,104319
2009,8,6,104562
2009,8,7,104917
2009,8,10,104576
2009,8,11,104576
2009,8,12,104576
2009,8,13,104576
2009,8,14,104576
2009,8,17,104576
2009,8,18,104576
2009,8,19,104576
2009,8,20,104576
2009,8,21,104576
2009,8,24,104565
2009,8,25,104547
2009,8,26,104556
2009,8,27,104547
2009,8,28,104532
2009,8,31,104349
2009,9,1,104099
2009,9,2,104343
2009,9,3,104582
2009,9,4,104845
2009,9,8,104845
2009,9,9,104845
2009,9,10,104845
2009,9,11,104793
2009,9,14,105018
2009,9,15,105142
2009,9,16,105378
2009,9,17,105167
2009,9,18,105305
2009,9,21,105489
2009,9,22,106025
2009,9,23,106029
2009,9,24,105927
2009,9,25,106087
2009,9,28,106228
2009,9,29,106298
2009,9,30,106298
2009,10,1,106298
2009,10,2,106298
2009,10,5,106298
2009,10,6,106298
2009,10,7,106298
2009,10,8,106298
2009,10,9,106298
2009,10,12,106298
2009,10,13,106298
2009,10,14,106298
2009,10,15,106298
2009,10,16,106360
2009,10,19,106390
2009,10,20,106322
2009,10,21,106193
2009,10,22,106425
2009,10,23,106208
2009,10,26,105986
2009,10,27,105986
2009,10,28,105986
2009,10,29,105986
2009,10,30,105986
2009,11,2,105986
2009,11,3,105986
2009,11,4,105986
2009,11,5,105986
2009,11,6,105986
2009,11,9,105986
2009,11,10,105986
2009,11,11,105986
2009,11,12,105986
2009,11,13,105986
2009,11,16,105986
2009,11,17,105986
2009,11,18,105902
2009,11,19,105754
2009,11,20,105757
2009,11,23,105740
2009,11,24,105696
2009,11,25,105696
2009,11,27,105696
2009,11,30,105696
2009,12,1,105696
2009,12,2,105696
2009,12,3,105696
2009,12,4,105696
2009,12,7,105696
2009,12,8,105696
2009,12,9,105696
2009,12,10,105696
2009,12,11,105696
2009,12,14,105696
2009,12,15,105444
2009,12,16,105243
2009,12,17,104915
2009,12,18,105139
2009,12,21,105218
2009,12,22,105336
2009,12,23,105542
2009,12,24,105644
2009,12,28,105627
2009,12,29,105847
2009,12,30,105761
